SMILES,-log10(TD50)
CCCCC1C(=O)N(N(C1=O)c1ccccc1)c1ccccc1,2.42462032827065
CCCCOC(=O)c1ccccc1C(=O)OCc1ccccc1,2.47762165774831
CC=C1CC(C)C(C)(O)C(=O)OCC2=CCN(CCC(OC1=O)C2=O)C,5.33234434267855
CN1CCC2OC(=O)C3(OC3C)CC(C(C(=O)OCC(=CC1)C2=O)(C)O)C,5.61667276848548
OC1CCC2(C(=CCC3C2CCC2(C3CCC2=O)C)C1)C,3.53834552237071
OCc1[nH]n(c(=NCCCOc2cccc(c2)CN2CCCCC2)n1)C,2.87532242643053
CCCCOCCOCCOCc1cc2OCOc2cc1CCC,2.72807605152009
O=C1C=Cc2c(C1=NNc1ccc(c3c1cccc3)S(=O)(=O)O)c(cc(c2)S(=O)(=O)O)S(=O)(=O)O,1.34204430114055
O=C1C(=NNc2ccc(c3c2cccc3)S(=O)(=O)O)c2ccc(cc2C=C1S(=O)(=O)O)S(=O)(=O)O,2.56389305075691
Oc1ccc(cc1)C1(OC(=O)c2c1cccc2)c1ccc(cc1)O,2.547661208712
COc1cc(O)c2c(c1OC)oc1c(c2=O)c(OC)cc2c1C1C=COC1O2,6.02360990823094
CC1OC(=O)c2c(C1)c(Cl)cc(c2O)C(=NC(C(=O)O)Cc1ccccc1)O,6.47264117265955
COc1cc2OC(C)(C)C=Cc2c2c1c(=O)c1c(n2C)cccc1,5.8037136843846
OC(=O)C(Oc1ccc(cc1)C1CCCc2c1cccc2)(C)C,4.45051069824697
C#CC1(O)CCC2C1(C)CCC1C2CCc2c1ccc(c2)O,6.17085318540029
CC=C(C(=O)OC1CCN2C1C(=CC2)COC(=O)C(C(O)C)(C(C)C)O)C,5.30041939424586
Cc1ccc2c3c1CCc3c1c(c2)c2ccccc2cc1,5.73762285875136
Cc1ccc(cn1)Cc1c[nH]c(=NCCSCc2ccc(o2)C(N)(C)C)nc1O,2.09017572556797
C=CC1=CC(C)C(C)(OC(=O)C)C(=O)OCC2=CCN(CCC(OC1=O)C2=O)C,5.90895830273325
OCC(=O)C1(O)CCC2C1(C)CC(O)C1C2CCC2=CC(=O)C=CC12C,5.37214636977696
CC(=O)OC1CCC2(C(=CCC3C2CCC2(C3CCC2=O)C)C1)C,3.82363866766537
OC=C1CC2(C)C(CC1=O)CCC1C2CCC2(C1CCC2(C)O)C,3.69633548940942
COC(C(C(O)(C)C)(C(=O)OCC1=CCN2C1C(CC2)OC(=O)C(=CC)C)O)C,6.02440894536384
C#CC1(CCC2C1(C)CCC1C2CCC2=CC(=O)CCC12)OC(=O)C,5.24425913484421
CC(=O)OCC=C(C=CC=C(C=CC1=C(C)CCCC1(C)C)C)C,3.41960989258964
CCC(C(c1ccccc1)(c1ccccc1)CC(N(C)C)C)OC(=O)C,3.71587780259547
OC(=O)CC(CC(C=Cc1c(c2ccc(cc2)F)c2c(n1C(C)C)cccc2)O)O,3.51742394167405
CCCCC(COC(=O)c1ccccc1C(=O)OCC(CCCC)CC)CC,2.73677040302587
CCC(=C(c1ccccc1)c1ccc(cc1)OCCN(C)C)c1ccccc1,4.9722806996673
CCCCC1OC2C(O1)(C(=O)CO)C1(C(C2)C2CCC3=CC(=O)C=CC3(C2C(C1)O)C)C,6.18403788324544
CCCCCCCC(=O)OC(COC(=O)CCCCCCC)COC(=O)CCCCCCC,1.93315552252686
ClC(C(Cl)(Cl)Cl)(Cl)Cl,3.63075747577641
ClC(C(=O)O)Cl,2.90356684209959
ClCC(F)(F)F,3.13264986225449
FCC(F)(F)F,0.533060529194463
BrC=C,3.76200581191281
ClC=C,4.00982435354065
CC(Cl)(Cl)F,1.34701076846994
FC=C,3.36213946534549
N=c1nc[nH][nH]1,3.9273069384528
CC=O,2.45927972055858
CCBr,2.86410115334094
COCCl,4.16550439854075
CN(C(=N)O)N=O,6.04609509705206
O=NN(C(=N)NN(=O)=O)C,5.26287646032642
CC(=N)O,2.51607417320709
COC(=N)O,3.12263054599267
NCC(=O)O,0.465513853849645
CC(=N)S,3.81513774532087
CCO,0.703885129161544
ClC(C(F)(F)F)Cl,1.80974434251832
Nc1cc(cc2c1C(=O)C(=NNc1ccc(cc1)c1ccc(cc1)NN=C1C(=O)c3c(N)cc(cc3C=C1S(=O)(=O)O)S(=O)(=O)O)C(=C2)S(=O)(=O)O)S(=O)(=O)O,5.68872271011469
Oc1cc(ccc1NN=C1C(=O)c2c(N)cc(cc2C=C1S(=O)(=O)O)S(=O)(=O)O)c1ccc(c(c1)O)NN=C1C(=O)c2c(N)cc(cc2C=C1S(=O)(=O)O)S(=O)(=O)O,2.74701465834237
CC(CC1C(=O)N2CCCC2C2(N1C(=O)C(O2)(N=C(C1CN(C)C2C(=C1)c1cccc3c1c(C2)c([nH]3)Br)O)C(C)C)O)C,4.28834258380051
COc1ccc2c(c1)[nH]c1c2CCN2C1CC1C(C2)CC(C(C1C(=O)OC)OC)OC(=O)c1cc(OC)c(c(c1)OC)OC,6.29866674925968
Nc1ccc(c(c1)N)N=Nc1ccc(cc1)c1ccc(cc1)N=Nc1c(N)c2c(cc1S(=O)(=O)O)C=C(C(=NNc1ccccc1)C2=O)S(=O)(=O)O,5.72490424866783
COc1cc(ccc1NN=C1C(=O)c2c(N)cc(cc2C=C1S(=O)(=O)O)S(=O)(=O)O)c1ccc(c(c1)OC)NN=C1C(=O)c2c(N)cc(cc2C=C1S(=O)(=O)O)S(=O)(=O)O,4.51725877549488
CCCCC(C(C(OC(=O)CC(C(=O)O)CC(=O)O)CC(CC(CCCCC(CC(C(N)C)O)O)O)C)OC(=O)CC(C(=O)O)CC(=O)O)C,5.68234366876992
ClCCN(c1ccc(cc1)CCCC(=O)OCC(=O)C1(O)CCC2C1(C)CC(O)C1C2CCC2=CC(=O)C=CC12C)CCCl,4.5273616057337
Cc1ccc(cc1)S(=O)(=O)Oc1ccc(cc1)N=Nc1ccc(cc1C)c1ccc(c(c1)C)NN=C1C(=O)C=Cc2c1c(cc(c2)S(=O)(=O)O)S(=O)(=O)O,5.30594405884234
CC[N+](=C1C=CC(=C(c2ccc(cc2)N(Cc2cccc(c2)S(=O)(=O)O)CC)c2ccccc2)C=C1)Cc1cccc(c1)S(=O)(=O)O,2.04349300781318
CCN([C]1C=CC(=C(c2ccc(cc2)S(=O)(=O)O)c2ccc(cc2)N(Cc2cccc(c2)S(=O)(=O)O)CC)C=C1)Cc1cccc(c1)S(=O)(=O)O,2.12372181723647
CCN(c1ccc(cc1)C(=C1C=CC(=[N+](C)C)C=C1)c1ccc(cc1)N(Cc1cccc(c1)S(=O)(=O)O)CC)Cc1cccc(c1)S(=O)(=O)O,3.06627682705081
ClCCN(c1ccc(cc1)CC(=O)OC1CCC2(C(=CCC3C2CCC2(C3CCC2C(CCCC(C)C)C)C)C1)C)CCCl,6.09092104990939
C=CC#N,3.4969023125058
N=c1[nH]cc(s1)N(=O)=O,3.5124549530458
OC1=NC(=O)N(C1)N=O,3.46936566794139
ClCC=CCl,3.04520284649197
ClCC(CBr)Br,5.96022368501668
ClCC(CCl)Cl,5.03825180246457
ClCC1CO1,4.49496221948995
CCN(C#N)N=O,4.43018823330952
O=NN(C(=N)O)CC(=O)O,4.53310469677289
O=N(=O)OC(CON(=O)=O)CON(=O)=O,3.09374041825525
OC(=N)C=C,4.2777035647483
OC(=N)N(N=O)CCF,6.03373633499879
SC1=NCCN1,4.09918693775148
N=c1[nH]c(=N)[nH]c(=N)[nH]1,2.23449731169154
CC1CO1,2.89244724142957
OCC1CO1,4.23824864531686
CCN(C(=N)O)N=O,5.09177340564027
OCCN(C(=N)O)N=O,5.73680813248407
ON=C(C)C,3.78109528908523
CCOC(=N)O,3.33389460379884
CN(N=O)CC,6.24344982261863
CN(N=O)CCO,4.9068939759474
COP(=O)(OC)C,2.24858799398046
CCN(N=O)CC,6.58592914451313
CN(N=O)CC(O)C,6.40679575648186
CN(N=O)CCCO,4.85226865945976
CN(N=O)CC(CO)O,5.31730603407234
OCCN(N=O)CCO,4.62647928984967
CN=C(N(C)C)S,3.66100401673522
CC(O)(C)C,3.05971226749893
OCCOCCO,1.80569079026105
Oc1ccnc(n1)O,2.22283195036795
Oc1ccnc(n1)S,4.03218317141919
C=CC(=C)Cl,3.85020595968309
OC1=NC(=O)N(CC1)N=O,6.16308884733089
C=CCN=C=S,3.01404443701918
C=CC=C,2.31648000689718
ClCC=CCCl,5.6241389711511
Cc1ncc[nH]1,1.97584416755473
C1C=CCON1N=O,3.10016772352692
Cn1ccnc1S,5.00064676932507
CC=CC=O,4.22240577818607
CC1CC(=O)O1,3.79506978746072
CC(=O)OC=C,2.40219449486946
ClC=C(C)C,3.45446656247499
COP(=O)(OC=C(Cl)Cl)OC,4.72525000847988
CCN(CC(F)(F)F)N=O,4.79202044591547
OC(=N)N(N=O)CC=C,5.5782303932103
CC(=C)C,1.19878343131215
O=NN(CC(=O)C)C,6.82937334415202
O=NN1CCC(C1)O,4.18124035590595
CCC1CO1,2.51554703696105
O=NN1CCNCC1,4.11770870012392
CCCN(C(=N)O)N=O,4.54137164026271
OCCCN(C(=N)O)N=O,5.17737034989995
CCCN(C(=N)NN(=O)=O)N=O,5.12612942357754
CC(=NO)CC,3.06796358800073
CCC(N(=O)=O)C,4.55697602890656
CC(CON=O)C,3.28014479692904
OCC(CBr)(CBr)CO,3.37287834699364
OCCN(C(=NCCCl)O)N=O,5.73992773366565
OCCN(CC=C)N=O,5.42334666301952
CCOC(=O)N(N=O)CC,6.20861434246114
O=NN(CCCC(=O)O)C,5.17267128514955
OCCNCCC(=O)N=O,4.9095102678332
ClCCN(CCCl)C,7.13636727072558
CCCCN(C(=N)O)N=O,5.44835611725117
CC(CN(C(=N)O)N=O)C,4.4869855196073
OCCN(C(=NCC)O)N=O,5.45751905678095
OCCN=C(N(N=O)CC)O,5.48958486934775
CCC(N(=O)=O)CC,4.69398060092068
OCCN(CC(O)C)N=O,5.1621322632001
OCCN(CC(CO)O)N=O,4.43856589488763
CCNC(=NCC)S,3.74111317273084
COC(C)(C)C,2.09887623769763
ClC(C1=C(Cl)C(=O)OC1O)Cl,5.57165810167507
OCc1ccco1,4.00939755298738
Cc1ncc(n1C)N(=O)=O,3.91916457331105
Cc1csc(n1)NN=CO,4.03807540711732
C=CC(=C)C,2.33771130253881
O=NN1CCC=CC1,6.27084696283615
CCOC(=O)C=C,2.92495566065548
O=C1OCC1(C)C,2.67622016675032
ON=C1CCCC1,3.38448661731029
OC1=NC(C(C)C)C(=O)N2CCCC2C(=O)N(C)CC(=O)N(C(C(=O)OC(C1N=C(c1c2nc3c(ccc(c3oc2c(c(=O)c1N)C)C)C(=NC1C(C)OC(=O)C(C(C)C)N(C)C(=O)CN(C(=O)C2N(C(=O)C(N=C1O)C(C)C)CCC2)C)O)O)C)C(C)C)C,9.05346502648725
C=CCN(CC=C)N=O,3.57070993351463
C=CCN(CC(=O)C)N=O,5.62772008220431
O=NN(CC(=O)C)CC(=O)C,5.50800225817358
O=N(=O)c1cnc(n1CCOP(=O)(O)O)C,2.66590622749984
CN(N=Nc1[nH]cnc1C(=O)N)C,5.40925045412189
OCC1COC(O1)C(I)C,3.4073895581061
CCN(C(=NCC(=O)C)O)N=O,5.98079408207917
CCC=C(N(=O)=O)CC,4.17360039310343
BrCC(C(C(C(CBr)O)O)O)O,4.56577604507794
ClCCOP(=O)(OCCCl)OCCCl,3.51757028189608
O=NN(C(=NCC(O)C)O)C(Cl)C,6.22803299220081
ClCCN=C(N(CC(O)C)N=O)O,5.38044043365748
O=NN1CCCCC1C,3.9872205852549
C=CCN(CC(O)C)N=O,5.21588072733583
OC(CO)CN(N=O)CC=C,5.28813048076696
CN(N=C(CCC(=O)O)O)C,1.80664442064485
O=NC(C(CNCC(=O)C)O)O,6.69939076997863
CC1SC(C)SC(N1N=O)C,5.60004209042851
S=P(N1CC1)(N1CC1)N1CC1,6.0621220425065
CCCCCN(C(=N)O)N=O,5.45761297816056
CCN(C(=O)C)CC,4.11440967116486
CCSCCC(C(=O)O)N,4.51646753689368
CCCN(N=O)CCC,5.84505867820838
CC(CN(CC(O)C)N=O)O,5.28264567762201
OCC(CN(CC(O)C)N=O)O,6.52252077160583
COP(=O)(N1CCOCC1)OC,2.50220797344385
CN(P(=O)(N(C)C)N(C)C)C,6.71678077451204
Clc1cc(Cl)c(c(c1)Cl)O,2.68799221692202
Oc1nnc(o1)c1ccc(o1)N(=O)=O,4.3596949304692
N=c1[nH]nc(s1)c1ccc(o1)N(=O)=O,5.50586098782066
N=c1[nH]nc(o1)c1ccc(o1)N(=O)=O,4.72785692753684
ClCc1cccnc1,2.4692650848219
Nc1ccc(cc1)Cl,4.22379800983566
ONc1ccc(cc1)N=O,3.1149635959631
Nc1ccc(c(c1)N(=O)=O)O,2.6979103834481
O=N(=O)c1ccc(c(c1)O)N,3.14254588408628
O=N(=O)c1ccc(c(c1)N)O,2.26410690204423
OC(=N)NN=Cc1ccc(o1)N(=O)=O,4.45310884527765
Oc1ccc(cc1)O,3.1237987923587
Oc1ccccc1O,3.1875230873425
Clc1ccc(c(c1)N)N,2.82366311246659
Nc1ccc(c(c1)N)Cl,2.65576633202618
Nc1ccccc1,2.53932109431475
O=NN(c1ccccn1)C,5.80674847169807
NNC(=O)c1ccncc1,2.96107098599157
Nc1ccccc1N,2.63953950363372
CCN=C(Nc1ncc(s1)N(=O)=O)O,3.21762235791599
CC=CC=CC=O,3.18905554621124
C=CN1CCCC1=O,3.96669618008661
OC(=O)CN(CC(=O)O)CC(=O)O,2.71314713104399
Nc1ccc(c(c1)N)C,4.69425979990475
COc1ccc(cc1N)N,2.8779538668411
CCCc1cc(O)nc(n1)S,4.0943236958231
O=NN(C(=O)c1n(C)cnc1N(N=O)C)C,6.09202787894382
O=NN(c1ncn(c1C(=NC)O)C)C,5.29489523823356
O=NN(C(=NCCCC(C(=O)O)N)O)C,5.44290111109626
ClCCNP1(=O)OCCCN1CCCl,5.54813814818599
ClCCN(P1(=O)NCCCO1)CCCl,5.07239031289571
CC1CN(N=O)CC(N1C)C,6.01751316533564
CCCCCCN(C(=N)O)N=O,5.52846311850712
O=N(=O)c1ccc(o1)c1csc(=N)[nH]1,4.55753599145616
OC(=O)c1ccc(cc1)N(=O)=O,2.76514367166058
Sc1nc2c(s1)cccc2,2.6868162528229
O=N(=O)c1ccc(c(c1)N(=O)=O)C,4.46729847163985
Cc1c(cccc1N(=O)=O)N(=O)=O,5.79500722036801
NNc1scc(n1)c1ccc(o1)N(=O)=O,4.85072822015927
N=c1[nH]c(=N)[nH]c(n1)c1ccc(o1)N(=O)=O,5.11367210219075
Oc1ccc2c(c1)OCO2,2.00992500220592
O=NN(c1ccc(cc1)F)C,5.78138024574518
O=Nc1ccc(cc1)N(N=O)C,5.10393391087004
O=Nc1ccccc1C,3.37826742061009
Cc1ccc(cc1)N(=O)=O,2.72721835442704
O=N(=O)c1ccccc1C,4.46876556106833
COc1ccccc1N(=O)=O,3.99195099892467
Cc1ccccc1,1.47871933416826
O=NN(c1ccccc1)C,5.9817334480438
