STRUCTURE_SMILES,-log10(Dose_MRDD_mmol)
C1=C(N)C=C(O)C(C(O)=O)=C1,-0.11595445510517835
C1=CC=C3C(=C1)OC(CCCC)=C3C(=O)C2=CC(I)=C(OCCN(CC)CC)C(I)=C2,1.383258210608675
C1=C(NC(C)=O)C=CC(C=NNC(N)=S)=C1,1.9755117297225528
C1=CC=C2C(=C1)CCC3=C(C2=CCCN(C)C)C=CC=C3,1.7441416501267408
C1=C(C(C)C)C=C2C(=C1)OC3=C(C2=O)C=C(C(=O)O)C(N)=N3,2.0767035774172933
C2=C(Cl)C(C1C(C(=O)OC)=C(C)NC(COCCN)=C1C(=O)OCC)=CC=C2,3.388875041936746
C1(Cl)=CC=C3C(=C1)N=CC=C3NC2=CC(CN(CC)CC)=C(O)C=C2,2.028836380990014
C1=C(Cl)C=C3C(=C1)OC4=C(N=C3N2CCNCC2)C=CC=C4,1.4966272517303099
[H][C@@]12[C@]([H])(NC([C@H](N)C3=CC=C(O)C=C3)=O)C(N1[C@@H]([C@@](O)=O)C(C)(C)S2)=O.O.O.O,1.2247401900605441
C1=CC=CC(CC(N)C)=C1,2.130996671261989
O[C@H]3[C@@H](N)[C@H](O)[C@@H](C)O[C@H]3O[C@H]1/C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@H](C)[C@@H](O)[C@@H](C)[C@H](C)OC(=O)C[C@H](O)C[C@H](O)CC[C@@H](O)[C@H](O)C[C@H](O)C[C@]2(O)C[C@H](O)[C@@H](C(O)=O)[C@H](C1)O2,2.789617841815367
O=C(O)[C@@H]2N3C(=O)[C@@H](NC(=O)[C@H](N)c1ccccc1)[C@H]3SC2(C)C,0.7776602623952048
C2(N)C(=O)NC=C(C1=CC=NC=C1)C=2,2.3972398482883204
C4=C(OC)C(NC1C3C(N=C2C=1C=CC=C2)=CC=CC=3)=CC=C4NS(=O)(=O)C,2.0843543632472077
CC(C)CCON=O,1.369758571866624
CCC(C)CON=O,1.3697587201579173
C2=C(C(C)(C)C#N)C=C(C(C)(C)C#N)C=C2CN1N=CN=C1,4.244693693102586
N=C\2/N=C3/O[C@H]1[C@H](O)[C@@H](CO)O[C@H]1N3/C=C/2,1.051540897536628
O[C@@H]3C\C4=C\C[C@@H]1[C@H](CC[C@]2(C)[C@@H](O)CC[C@@H]12)[C@@]4(C)CC3,2.0651168680024248
C3=CC=C(C2(C(=O)OCC)CCN(CCC1=CC=C(N)C=C1)CC2)C=C3,2.024677826444001
C1=CC=C3C(=C1)C(=O)C(C2=CC=C(OC)C=C2)C3=O,1.702886444140772
O=C(C(CCC)CCC)O[C@@H]1C[C@@H](CC2)[N@+](C)(C)[C@H]2C1.[Br-],2.1611828395038524
C3=CC=CC(CN(CC1NCCN=1)C2=CC=CC=C2)=C3,1.7248537685245235
OC1=C(O)C=CC2=C1C4=C3[C@@](N(C)CCC3=CC=C4)([H])C2,2.2043188478919276
C1=CC=C3C(=C1)CC(N(CCCN(CC)CC)C2=CC=CC=C2)C3,1.8095422078381838
N1C(=O)NC(=O)C(CC=C)(C(C)C)C1=O,1.8961829331484779
C1CC=C(C(=O)OC)CN1C,3.6684315888424526
NC(=N)NCCCC(N)C(O)=O,-0.45791946031446706
C2C=C(C1=CSC(SCC(O)CNC(C)(C)C)=N1)SC=2C(=O)N,3.047562675803663
OC=1[C@H](OC(=O)C=1O)[C@@H](O)CO,0.24581878686385758
OC(C[C@@H](C(O)=O)N)=O,0.12418686526586954
OC(=O)C1=C(C=CC=C1)OC(=O)C,0.4315262716381353
C1=CC=C5C(=C1)N(CC2=CC=C(F)C=C2)C(NC4CCN(CCC3=CC=C(OC)C=C3)CC4)=N5,3.438689452417237
N[C@@H]2CC[C@H](O[C@@H]2O[C@@H]1[C@@H](N)[C@H](O)[C@H](OC)[C@@H](N(C)C(=O)CN)[C@H]1O)[C@@H](N)C,1.7838539930893762
N[C@@H]2CC[C@H](O[C@@H]2O[C@@H]1[C@@H](N)[C@H](O)[C@H](OC)[C@@H](NC)[C@H]1O)[C@@H](N)C,1.718000151983344
C3C=CSC=3C(=C1CN(C)CCC1)C2SC=CC=2,1.7410446751577957
C1=C(Cl)C=C2C(=C1)C(NC(C)CCCN(CC)CC)=C3C(=N2)C=CC(OC)=C3,1.903043080654912
C1=C(CC(N)=O)C=CC(OCC(O)CNC(C)C)=C1,1.9029857698966193
OC=2C(=O)c1ccccc1C(=O)C=2[C@@H]3CC[C@H](CC3)c4ccc(Cl)cc4,0.9904424099807816
[O-]S(=O)(=O)c1ccccc1.[O-]S(=O)(=O)c1ccccc1.COc1ccc(cc1OC)CC5c6cc(OC)c(OC)cc6CC[N+]5(C)CCC(=O)OCCCCCOC(=O)CC[N+]3(C)CCc4cc(OC)c(OC)cc4C3Cc2ccc(OC)c(OC)c2,3.3956685137887854
O=C(O[C@@H]2C[C@@H](CC3)N(C)[C@H]3C2)C(CO)C1=CC=CC=C1,5.337607266265036
O=C(O[C@@H]2C[C@@H](CC3)[N@+]([O-])(C)[C@H]3C2)C(CO)C1=CC=CC=C1,3.785854686559859
N/C1=N/C(=O)N(/C=N1)[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O,1.080257980272319
C1(C)=CC=C2C(=C1)N3N(C(N(C)C)=N2)C(=O)C(CCC)C3=O.O.O,1.0497111063503288
CC(=O)OC[C@H]2O[C@@H](N1\N=C/C(=O)NC1=O)[C@H](OC(C)=O)[C@@H]2OC(C)=O,0.33927541962464586
C1=CC=C3C(=C1)C(=C2CCN(C)CC2)C4=C(CC3)C=CC=N4,3.9405554891598005
[O-][N+](C(N=C3)=C(SC1=NC=NC2=C1NC=N2)N3C)=O,1.7439212871348895
C1=CC=C4C(=C1)C(=O)N(C2CCCN(C)CC2)N=C4CC3=CC=C(Cl)C=C3,3.458096266123619
O=C(O)[C@@H]3N4C(=O)[C@@H](NC(=O)[C@@H](NC(=O)N1CCNC1=O)c2ccccc2)[C@H]4SC3(C)C,0.6641637251863247
Nc1nc(cs1)\C(=N\OC(C)(C)C(O)=O)C(=O)N[C@@H]2C(=O)N([C@H]2C)S(O)(=O)=O,0.515069479275986
C(=O)(O)CC(C1=CC=C(Cl)C=C1)CN,2.2058731685493775
N1(C)C(=O)N(C)C2=C(C1=O)N(CCN(CCO)CC)C(CC3=CC=CC=C3)=N2,1.1088581524832986
C1(=O)C(CC)(CC)C(=O)NC(=O)N1,1.2652718953441575
OC(C(=O)OCCN(CC)CC)(C1=CC=CC=C1)C2=CC=CC=C2,3.3390104964209417
CCOC(=O)[C@H](CCc1ccccc1)N[C@H]3CCc2ccccc2N(CC(O)=O)C3=O,2.504015331675657
C2CCCCCC2(CC1=CC=CC=C1)OCCCN(C)C,1.4615818661101296
C1(S(N)(=O)=O)=C(C(F)(F)F)C=C3C(=C1)S(=O)(=O)NC(CC2=CC=CC=C2)N3,3.1022653129235724
[O-][N+](=O)c1cccc(c1)[C@@H]/2C(\C(=O)OC)=C(\C)NC(\C)=C\2C(=O)O[C@@H]4CCCN(Cc3ccccc3)C4,3.579922988444866
C2(OC(C)=O)=CC=CC=C2C(=O)OC1=CC=C(NC(C)=O)C=C1,0.37211526897607644
C1=C(C(C)C(O)=O)C=C3C(=C1)OC(C2=CC=C(Cl)C=C2)=N3,1.4796104035514754
C1(O)=C(O)C=CC(CNNC(=O)C(N)CO)=C1O,1.8878996698834123
C1=CC=C3C(=C1)OC(CC)=C3C(=O)C2=CC(Br)=C(O)C(Br)=C2,1.9284812482799645
C1=CC(N)=CC=C1C(=O)OCC,2.1388061877977287
C1=CC=C2C(=C1)C3(CNC)C4=C(C2CC3)C=CC=C4,2.396809651227313
C1(NCCCC)=CC=C(C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC)C=C1,1.7808513315477335
C[C@H](N(C)CC2=CC=CC=C2)CC1=CC=CC=C1,1.9811031123319063
C1(OC)=C(OC)C=C2C(=C1)C3N(CC2)CC(C(=O)N(CC)CC)C(OC(C)=O)C3,2.986782342135607
C1(S(N)(=O)=O)=C(Cl)C=C3C(=C1)S(=O)(=O)NC(CSCC2=CC=CC=C2)=N3,2.112976536042753
CN1[C@H]2C[C@@H](OC(C4=CC=CC=C4)C3=CC=CC=C3)C[C@H]1CC2,3.4877452562084224
OCC1=CC=CC=C1,1.3350075255274156
C[N+](C)(Cc1ccccc1)CCOc2ccccc2,0.7887187480503306
C[N+](C)(Cc1ccccc1)CCOc2ccccc2.[O-]C(=O)c1cc2ccccc2cc1O,1.026791018862959
N(CC(N1CCCC1)COCC(C)C)(CC2=CC=CC=C2)C3C=CC=CC=3,1.739995020265316
CC2(C)CCCC(\C)=C2\C=C\C(\C)=C\C=C\C(\C)=C\C=C\C=C(/C)\C=C\C=C(/C)\C=C\C1=C(/C)CCCC1(C)C,4.0309012354023315
C1=CC=CC(CCNC)=N1,2.2310688811090422
[O-]C(=O)C[N+](C)(C)C,1.148083723087149
F[C@]1([C@](C)2C=C3)[C@@H](O)C[C@@]([C@]([C@@](CO)=O)(O)[C@@H]4C)(C)[C@](C4)([H])[C@@]([H])1CCC2=CC3=O,3.417705316990685
F[C@]1([C@](C)2C=C3)[C@@H](O)C[C@@]([C@]([C@@](CO)=O)(O)[C@@H]4C)(C)[C@](C4)([H])[C@@]([H])1CCC2=CC3=O,3.461896265990603
CC(C)C(=O)O[C@]4(C(=O)COC(C)=O)[C@@H](C)C[C@@H]1[C@]4(C)C[C@H](O)[C@]2(F)[C@@]3(C)/C=C\C(=O)/C=C3/CC[C@@H]12,3.5268453002172913
F[C@]1([C@](C)2C=C3)[C@@H](O)C[C@@]([C@]([C@](CO)=O)(OC(C5=CC=CC=C5)=O)[C@H]4C)(C)[C@](C4)([H])[C@@]([H])1CCC2=CC3=O,3.519886703272275
CCC(=O)OCC(=O)[C@@]4(OC(=O)CCC)[C@@H](C)C[C@@H]1[C@]4(C)C[C@H](O)[C@]2(F)[C@@]3(C)/C=C\C(=O)/C=C3/CC[C@@H]12,3.5387531139938937
F[C@]1([C@](C)2C=C3)[C@@H](O)C[C@@]([C@]([C@@](COC(CC)=O)=O)(OC(CC)=O)[C@H]4C)(C)[C@](C4)([H])[C@@]([H])1CCC2=CC3=O,3.5268453002172913
F[C@]1([C@](C)2C=C3)[C@@H](O)C[C@@]([C@]([C@@](CO)=O)(OC(CCCC)=O)[C@H]4C)(C)[C@](C4)([H])[C@@]([H])1CCC2=CC3=O,3.5020422603794175
C2CC2COCCC1=CC=C(OCC(O)CNC(C)C)C=C1,2.6636172467829105
C1(CCN)C=CNN=1,2.346920160293071
NC(=O)OC(C)C[N+](C)(C)C.[Cl-],1.7713051019894899
C1=CC=CC(CNC(NC)=NC)=C1,1.7261326995633293
O=S(=O)(C[C@](C)(O)C(=O)Nc1ccc(C#N)c(c1)C(F)(F)F)c2ccc(F)cc2,2.713200392283713
O=C1N[C@@H]2[C@H](CCCCC(O)=O)SC[C@@H]2N1,4.865498147887197
C4=CC(C(O)(CCN1CCCCC1)C23CCC(C=C2)C3)=CC=C4,3.1923737616418464
C3=CC(C(C1=CC=C(OC(C)=O)C=C1)C2=CC=C(OC(C)=O)C=C2)=NC=C3,3.1600368434233457
C1=CC(COCCOC(C)C)=CC=C1OCC(O)CNC(C)C,2.990030754548809
C(=O)(OC2=C(OC(=O)C1=CC=C(C)C=C1)C=CC(C(O)CNC(C)(C)C)=C2)C3C=CC(C)=CC=3,4.096016504305279
C2=CC(OCC(CNC(C)(C)C)OC(=O)C1=CC=CC=C1)=C3C(=C2)NC(C)=C3,4.357615384620162
Brc1ccccc1C[N+](C)(C)CC.[O-]S(=O)(=O)c1ccc(C)cc1,1.9184047386094092
C2(Br)=CC(Br)=C(N)C(CN(C)C1CCCCC1)=C2,2.6722479869910845
BrC=7Nc1cccc\6c1C=7C[C@@H]2C/6=C/[C@H](CN2C)C(=O)N[C@@]3(O[C@]5(O)N(C3=O)[C@@H](CC(C)C)C(=O)N4CCC[C@H]45)C(C)C,2.5932558808331376
C2=CC(C(OCCN(C)C)C1=CC=C(Br)C=C1)=CC=C2,2.1261324467090117
BrC(Br)Br,1.0047178197401174
C3=C(Br)C=CC(C2(O)CCN(CCCC(=O)C1=CC=C(F)C=C1)CC2)=C3,2.7029301183917283
C2=CC(C(C1=CC=C(Br)C=C1)CCN(C)C)=NC=C2,2.9020565761911734
C1=C(Br)SC3=C1C(C2=CC=CC=C2Cl)=NCC4N3C(C)=NN=4,4.9750168944935735
OCC1=C(C(=C(C(=C1)/N=N/C2=C3C=CC=CC3=C(C=C2)S(=O)(=O)[O-])O)/N=N/C4=C5C=CC=CC5=C(C=C4)S(=O)(=O)[O-])O.[Na+].[Na+],2.6385292834168097
C4=C(Cl)C=CC(C(C1=CC=CC=C1)N3CCN(CC2=CC=C(C(C)(C)C)C=C2)CC3)=C4,2.238575990539679
C2CCCC(C1=C(Cl)C=C(C(=O)CCC(O)=O)C=C1)C2,1.1684580888108165
O=[C@](CO)[C@]([C@H]2C1)(O[C@@](CCC)([H])O2)[C@](C[C@@H]3O)(C)[C@@]1([C@@]([C@@]([C@](C)4C=C5)3[H])(CCC4=CC5=O)[H])[H],4.9975256101266385
C2(OC)=CC(OC)=CC(OC)=C2C(=O)CCCN1CCCC1,1.4876822467976252
C2=CC(N(C(=O)C(CCCC)C(=O)O)NC1=CC=CC=C1)=CC=C2,1.472343600276734
S(=O)(=O)(N)C2=C(OC1=CC=CC=C1)C(NCCCC)=CC(C(=O)O)=C2,3.3388810848226878
C1(OC)=C(OC)C=C3C(=C1)N=C(N2CCCN(C(=O)CCC)CC2)N=C3N,3.8732617384243673
C1=CC=CC(OCC(O)CNC(C)(C)C)=C1C#N,2.5708872648038867
O=C2C1=C(CCC2)C(OCC(O)CNC(C)(C)C)=CC=C1,3.0665276297368327
C2CN(CCCC)C(C(=O)NC1=C(C)C=CC=C1C)CC2,1.8860056990667728
C1(C)=CC=C(Cl)C(OCC(O)CNC(C)(C)C)=C1,1.610096422293305
CC(C)(C)[C@@](C)(O)[C@H]7C[C@]53CC[C@]7(OC)[C@@H]1Oc6c2c(C[C@H]5N(CC[C@@]123)CC4CC4)ccc6O,2.9431845728308845
C1=CC(Cl)=CC(C(=O)C(C)NC(C)(C)C)=C1,1.5046812665013816
C3C4(CC(=O)N(CCCCN2CCN(C1=NC=CC=N1)CC2)C3=O)CCCC4,2.586027919816598
O(S(=O)(=O)C)CCCCOS(=O)(C)=O,3.2676159447543345
C1(=O)C(C(C)CC)(CC)C(=O)NC(=O)N1,2.025808781963953
C2(C1=CC=CC=C1)N=C(NCCN(CCCC)CCCC)ON=2,1.8982329216416494
C1(=O)C(CC=C)(CC(C)C)C(=O)NC(=O)N1,1.6517747255878852
C1=CC=C3C(=C1)N(CCCN2CCN(C)CC2)C4=C(S3)C=CC(C(=O)CCC)=C4,2.389630159382871
C1(S(N)(=O)=O)=C(Cl)C=C2C(=C1)S(=O)(=O)NC(CC(C)C)N2,3.150873594559919
Oc3ccc4C[C@H]1N(CC[C@@]2(CCCC[C@@]12O)c4c3)CC5CCC5,3.0886476061983084
C1(CC(C)CN(C)C)C3=C(CCC2=C1C=CC=C2)C=CC=C3,2.069587859698286
O=C(O[C@@H]2C[C@@H](CC3)[N@@+](CCC4=CC=C(OCCCC)C=C4)(C)[C@H]3C2)[C@H](CO)C1=CC=CC=C1.[Br-],3.0386481339048075
CC(C)(C)c1cc(O)ccc1O,2.9196454439322936
OC[C@H](c1ccccc1)C(=O)O[C@@H]2C[C@@H]3[C@H]4O[C@H]4[C@H](C2)[N+]3(C)CCCC.[Br-],2.519967267674888
CCNC(=O)N(CCCN(C)C)C(=O)[C@@H]1C[C@@H]2c3cccc4N\C=C(\C[C@H]2N(C1)CC=C)c34,4.353728053558307
O=C1C2=C(N=CN2C)N(C(=O)N1C)C,1.2882282036001327
O[C@@H]1C/C(C(=C)CC1)=C/C=C3\CCC[C@@]2(C)[C@H]3CC[C@@H]2[C@H](C)CCCC(C)(C)O,5.080306886711935
O[C@@H]3C\C(=C\C=C2/CCC[C@@]1(C)[C@H]2CC[C@@H]1[C@H](C)CCCC(C)(C)O)C(=C)[C@@H](O)C3,6.920787268019991
C[C@]43CCC(=O)\C=C4\C[C@H](C)[C@@H]1[C@@H]3CC[C@]2(C)[C@@](C)(O)CC[C@@H]12,1.8013729446866518
C1=C(OC)C(OC)=C2C(=C1)CC3N(C2)CCC4=C3C=C5C(=C4)OCO5,1.008248461314933
OC(=O)c4cccc5nc(OCC)n(Cc1ccc(cc1)c2ccccc2C\3=N\N=N/N/3)c45,3.21738929703769
OC(=O)CC[C@]2(O)CC[C@H]3[C@@H]4\C=C/C1=C/C(=O)CC[C@]1(C)[C@H]4CC[C@]23C,1.430602628706171
O=C1C(C)=C(C(C)(C)CC1)/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C(C(C)(C)CC2)=C(C)C2=O,1.3539852050179646
CCC(C)C(C(=O)NC(N)=O)CC,1.4459737586222428
C2=CC=CC=C2C1(C(=O)OCCN(CC)CC)CCCC1,1.7625472504299726
NC(=O)OCC[N+](C)(C)C.[Cl-],3.4374902760045303
C1=CC=C2C(=C1)N(C(N)=O)C3=C(C=C2)C=CC=C3,0.9468947465443188
[Na+].NC(=O)N\N=C1/C=C\2/CC(N(C)C/2=C\C1=O)S([O-])(=O)=O,2.0311025458842606
OC(=O)CCC(=O)O[C@H]3CC[C@]2(C)[C@H]4C(=O)/C=C1/[C@@H]5C[C@](C)(CC[C@]5(C)CC[C@@]1(C)[C@]4(C)CC[C@H]2C3(C)C)C(O)=O,2.0574809378621848
C2=CC=CC=C2C1(C(=O)OCCOCCN(CC)CC)CCCC1,2.2220203141599875
Oc1ccc(C[C@](C)(NN)C(O)=O)cc1O,2.4339036583357205
C1(=S)N(C)C=CN1C(=O)OCC,2.2700531413023803
C2=CC=C(C(OCCN(C)C)C1=CC=C(Cl)C=C1)N=C2,2.8615162800300613
OC(=O)CSCC(N)C(O)=O,0.6792928263804653
O=C(O)CCC/C=C\C[C@@H]1[C@H]([C@H](O)C[C@@H]1O)/C=C/[C@@](CCCCC)(C)O,3.2654163826827847
BrC(C(=O)NC(=O)N)(CC)CC,1.152204642053282
C1=C(N)C=CC(S(=O)(=O)NC(=O)NCCCC)=C1,1.2107909152398528
CC(=O)[C@@]4(O)C[C@H](O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1)c5c(O)c3C(=O)c2c(O)cccc2C(=O)c3c(O)c5C4,2.8805880684901792
N(C(=O)NCCCl)(N=O)CCCl,3.409870027869596
C[N+](C)(C)CC(O)CC([O-])=O,0.9846456027634248
C1=CC=C3C(=C1)N(CCCN2CCN(CCO)CC2)C4=C(S3)C=CC(C(=O)CC)=C4,1.8048623563202888
C1=CC(OCC(O)CNC(C)(C)C)=C2C(=C1)NC(=O)CC2,3.243221327603083
C1C=CC2=C(C=1)C4=C(N2)C=CC=C4OCC(O)CNCCOC3=C(OC)C=CC=C3,2.988896972741448
O=C3N1/C(=C(/Cl)CS[C@@H]1[C@@H]3NC(=O)[C@H](N)c2ccccc2)C(O)=O,1.1676804067558664
O=C3N1/C(=C(/C)CS[C@@H]1[C@@H]3NC(=O)[C@H](N)c2ccc(O)cc2)C(O)=O,1.3376544451832455
O=C3N1/C(=C(\CS[C@@H]1[C@@H]3NC(=O)[C@H](O)c2ccccc2)CSc4nnnn4C)C(O)=O,0.6651142911886018
[Na+].O=C3N1/C(=C(\CS[C@@H]1[C@@H]3NC(=O)[C@H](OC=O)c2ccccc2)CSc4nnnn4C)C([O-])=O,0.7096892937228007
[H][C@]1(NC([C@H](N)C4=CC=C(O)C=C4)=O)[C@]2([H])N(C(C(O)=O)=C(CSC3=CNN=N3)CS2)C1=O,1.4423978200410188
O=C3N1/C(=C(\CS[C@@H]1[C@@H]3NC(=O)Cn2cnnn2)CSc4nnc(C)s4)C(O)=O,0.8334148952783953
O=C3N1/C(=C(\CS[C@@H]1[C@@H]3NC(=O)C(=N\OCC(O)=O)\c2csc(N)n2)C=C)C(O)=O,1.532677382163822
O=C3N1/C(=C(\CS[C@@H]1[C@@H]3NC(=O)C(=N\OC)/c2csc(N)n2)CSc4nnnn4C)C(O)=O,0.884769454355591
O=C2N1/C(=C(\CS[C@@H]1[C@]2(OC)NC(=O)CSCC#N)CSc3nnnn3C)C(O)=O,0.6735133630329578
O=C3N1/C(=C(\CS[C@@H]1[C@@H]3NC(=O)C(=N\OC)/c2csc(N)n2)CSc4nc(C)c(CC(O)=O)s4)C(O)=O,1.2444656854560427
O=C3N1/C(=C(\CS[C@@H]1[C@@H]3NC(=O)[C@H](O)c2ccccc2)CSc4nnnn4CS(O)(=O)=O)C(O)=O,1.511736039949998
O=C4N1/C(=C(\CS[C@@H]1[C@@H]4NC(=O)[C@H](NC(=O)N2CCN(CC)C(=O)C2=O)c3ccc(O)cc3)CSc5nnnn5C)C(O)=O,0.508978850144284
O=C3N1/C(=C(\CS[C@@H]1[C@@H]3NC(=O)Cc2ccccc2CN)CSc4nnnn4CC(O)=O)C(O)=O,1.193186492695276
O=C3N1/C(=C(\CS[C@@H]1[C@@H]3NC(=O)C(=N\OC)\c2csc(N)n2)COC(C)=O)C(O)=O,0.35742547145486764
O=C1[C@](NC(C3S\C(S3)=C(C(O)=O)/C(N)=O)=O)(OC)[C@]2([H])N1C(C(O)=O)=C(CSC4=NN=NN4C)CS2,0.9360092716631125
O=C3N1/C(=C(\CS[C@@H]1[C@@H]3NC(=O)Cc2csc(N)n2)CSc4nnnn4CCN(C)C)C(O)=O,0.7206785910154935
O=C1[C@](NC(CC3=CC=CS3)=O)(OC)[C@]2([H])N1C(C(O)=O)=C(COC(N)=O)CS2,0.3298574390538445
